profile,type,REGION,time,price
baseload,green,VIC,1/12/2055,1.1
baseload,Energy,NSW,1/01/2056,87.1
baseload,Energy,QLD,1/01/2056,103.9
baseload,Energy,SA,1/01/2056,97.3
baseload,Energy,VIC,1/01/2056,134.1
solar,Energy,NSW,1/01/2056,59.4
solar,Energy,QLD,1/01/2056,65.4
solar,Energy,SA,1/01/2056,64.4
solar,Energy,VIC,1/01/2056,119
solar,green,NSW,1/01/2056,1.1
solar,green,QLD,1/01/2056,1.1
solar,green,SA,1/01/2056,1.1
solar,green,VIC,1/01/2056,1.1
wind,Energy,NSW,1/01/2056,81.6
wind,Energy,QLD,1/01/2056,97.5
wind,Energy,SA,1/01/2056,83.4
wind,Energy,VIC,1/01/2056,108.6
wind,green,NSW,1/01/2056,1.1
wind,green,QLD,1/01/2056,1.1
wind,green,SA,1/01/2056,1.1
wind,green,VIC,1/01/2056,1.1
baseload,green,NSW,1/01/2056,1.1
baseload,green,QLD,1/01/2056,1.1
baseload,green,SA,1/01/2056,1.1
baseload,green,VIC,1/01/2056,1.1
baseload,Energy,NSW,1/02/2056,124.7
baseload,Energy,QLD,1/02/2056,118.5
baseload,Energy,SA,1/02/2056,94.7
baseload,Energy,VIC,1/02/2056,115.5
solar,Energy,NSW,1/02/2056,51
solar,Energy,QLD,1/02/2056,51.6
solar,Energy,SA,1/02/2056,33.8
solar,Energy,VIC,1/02/2056,62.7
solar,green,NSW,1/02/2056,1.1
solar,green,QLD,1/02/2056,1.1
solar,green,SA,1/02/2056,1.1
solar,green,VIC,1/02/2056,1.1
wind,Energy,NSW,1/02/2056,120.6
wind,Energy,QLD,1/02/2056,106.9
wind,Energy,SA,1/02/2056,97.3
wind,Energy,VIC,1/02/2056,102.4
wind,green,NSW,1/02/2056,1.1
wind,green,QLD,1/02/2056,1.1
wind,green,SA,1/02/2056,1.1
wind,green,VIC,1/02/2056,1.1
baseload,green,NSW,1/02/2056,1.1
baseload,green,QLD,1/02/2056,1.1
baseload,green,SA,1/02/2056,1.1
baseload,green,VIC,1/02/2056,1.1
baseload,Energy,NSW,1/03/2056,159.4
baseload,Energy,QLD,1/03/2056,151
baseload,Energy,SA,1/03/2056,160.9
baseload,Energy,VIC,1/03/2056,191.7
solar,Energy,NSW,1/03/2056,113
solar,Energy,QLD,1/03/2056,94.1
solar,Energy,SA,1/03/2056,98.5
solar,Energy,VIC,1/03/2056,127.5
solar,green,NSW,1/03/2056,1.1
solar,green,QLD,1/03/2056,1.1
solar,green,SA,1/03/2056,1.1
solar,green,VIC,1/03/2056,1.1
wind,Energy,NSW,1/03/2056,148.4
wind,Energy,QLD,1/03/2056,140.3
wind,Energy,SA,1/03/2056,158.2
wind,Energy,VIC,1/03/2056,152
wind,green,NSW,1/03/2056,1.1
wind,green,QLD,1/03/2056,1.1
wind,green,SA,1/03/2056,1.1
wind,green,VIC,1/03/2056,1.1
baseload,green,NSW,1/03/2056,1.1
baseload,green,QLD,1/03/2056,1.1
baseload,green,SA,1/03/2056,1.1
baseload,green,VIC,1/03/2056,1.1
baseload,Energy,NSW,1/04/2056,130.9
baseload,Energy,QLD,1/04/2056,110.1
baseload,Energy,SA,1/04/2056,132.6
baseload,Energy,VIC,1/04/2056,165.5
solar,Energy,NSW,1/04/2056,77.4
solar,Energy,QLD,1/04/2056,58.4
solar,Energy,SA,1/04/2056,73.4
solar,Energy,VIC,1/04/2056,90.3
solar,green,NSW,1/04/2056,1.1
solar,green,QLD,1/04/2056,1.1
solar,green,SA,1/04/2056,1.1
solar,green,VIC,1/04/2056,1.1
wind,Energy,NSW,1/04/2056,126.5
wind,Energy,QLD,1/04/2056,97.9
wind,Energy,SA,1/04/2056,119.7
wind,Energy,VIC,1/04/2056,126
wind,green,NSW,1/04/2056,1.1
wind,green,QLD,1/04/2056,1.1
wind,green,SA,1/04/2056,1.1
wind,green,VIC,1/04/2056,1.1
baseload,green,NSW,1/04/2056,1.1
baseload,green,QLD,1/04/2056,1.1
baseload,green,SA,1/04/2056,1.1
baseload,green,VIC,1/04/2056,1.1
baseload,Energy,NSW,1/05/2056,131.8
baseload,Energy,QLD,1/05/2056,147.3
baseload,Energy,SA,1/05/2056,127.2
baseload,Energy,VIC,1/05/2056,119.5
solar,Energy,NSW,1/05/2056,73.8
solar,Energy,QLD,1/05/2056,81.3
solar,Energy,SA,1/05/2056,67.5
solar,Energy,VIC,1/05/2056,77
solar,green,NSW,1/05/2056,1.1
solar,green,QLD,1/05/2056,1.1
solar,green,SA,1/05/2056,1.1
solar,green,VIC,1/05/2056,1.1
wind,Energy,NSW,1/05/2056,114.6
wind,Energy,QLD,1/05/2056,137.3
wind,Energy,SA,1/05/2056,95.4
wind,Energy,VIC,1/05/2056,92.6
wind,green,NSW,1/05/2056,1.1
wind,green,QLD,1/05/2056,1.1
wind,green,SA,1/05/2056,1.1
wind,green,VIC,1/05/2056,1.1
baseload,green,NSW,1/05/2056,1.1
baseload,green,QLD,1/05/2056,1.1
baseload,green,SA,1/05/2056,1.1
baseload,green,VIC,1/05/2056,1.1
baseload,Energy,NSW,1/06/2056,200.4
baseload,Energy,QLD,1/06/2056,157.4
baseload,Energy,SA,1/06/2056,196.5
baseload,Energy,VIC,1/06/2056,201.4
solar,Energy,NSW,1/06/2056,140.2
solar,Energy,QLD,1/06/2056,92.7
solar,Energy,SA,1/06/2056,128.4
solar,Energy,VIC,1/06/2056,161
solar,green,NSW,1/06/2056,1.1
solar,green,QLD,1/06/2056,1.1
solar,green,SA,1/06/2056,1.1
solar,green,VIC,1/06/2056,1.1
wind,Energy,NSW,1/06/2056,174.8
wind,Energy,QLD,1/06/2056,138.9
wind,Energy,SA,1/06/2056,150.3
wind,Energy,VIC,1/06/2056,167.4
wind,green,NSW,1/06/2056,1.1
wind,green,QLD,1/06/2056,1.1
wind,green,SA,1/06/2056,1.1
wind,green,VIC,1/06/2056,1.1
baseload,green,NSW,1/06/2056,1.1
baseload,green,QLD,1/06/2056,1.1
baseload,green,SA,1/06/2056,1.1
baseload,green,VIC,1/06/2056,1.1
baseload,Energy,NSW,1/07/2056,176.1
baseload,Energy,QLD,1/07/2056,130.1
baseload,Energy,SA,1/07/2056,175.1
baseload,Energy,VIC,1/07/2056,160.3
solar,Energy,NSW,1/07/2056,113.5
solar,Energy,QLD,1/07/2056,54.2
solar,Energy,SA,1/07/2056,111.4
solar,Energy,VIC,1/07/2056,117.7
solar,green,NSW,1/07/2056,1.1
solar,green,QLD,1/07/2056,1.1
solar,green,SA,1/07/2056,1.1
solar,green,VIC,1/07/2056,1.1
wind,Energy,NSW,1/07/2056,142.6
wind,Energy,QLD,1/07/2056,112.4
wind,Energy,SA,1/07/2056,125.1
wind,Energy,VIC,1/07/2056,120
wind,green,NSW,1/07/2056,1.1
wind,green,QLD,1/07/2056,1.1
wind,green,SA,1/07/2056,1.1
wind,green,VIC,1/07/2056,1.1
baseload,green,NSW,1/07/2056,1.1
baseload,green,QLD,1/07/2056,1.1
baseload,green,SA,1/07/2056,1.1
baseload,green,VIC,1/07/2056,1.1
baseload,Energy,NSW,1/08/2056,157.9
baseload,Energy,QLD,1/08/2056,122
baseload,Energy,SA,1/08/2056,149
baseload,Energy,VIC,1/08/2056,152.8
solar,Energy,NSW,1/08/2056,79.1
solar,Energy,QLD,1/08/2056,50.1
solar,Energy,SA,1/08/2056,75.3
solar,Energy,VIC,1/08/2056,104.8
solar,green,NSW,1/08/2056,1.1
solar,green,QLD,1/08/2056,1.1
solar,green,SA,1/08/2056,1.1
solar,green,VIC,1/08/2056,1.1
wind,Energy,NSW,1/08/2056,134.1
wind,Energy,QLD,1/08/2056,119.8
wind,Energy,SA,1/08/2056,114.8
wind,Energy,VIC,1/08/2056,107.2
wind,green,NSW,1/08/2056,1.1
wind,green,QLD,1/08/2056,1.1
wind,green,SA,1/08/2056,1.1
wind,green,VIC,1/08/2056,1.1
baseload,green,NSW,1/08/2056,1.1
baseload,green,QLD,1/08/2056,1.1
baseload,green,SA,1/08/2056,1.1
baseload,green,VIC,1/08/2056,1.1
baseload,Energy,NSW,1/09/2056,85.5
baseload,Energy,QLD,1/09/2056,80
baseload,Energy,SA,1/09/2056,87.2
baseload,Energy,VIC,1/09/2056,87.5
solar,Energy,NSW,1/09/2056,39.7
solar,Energy,QLD,1/09/2056,26.8
solar,Energy,SA,1/09/2056,27.3
solar,Energy,VIC,1/09/2056,47.8
solar,green,NSW,1/09/2056,1.1
solar,green,QLD,1/09/2056,1.1
solar,green,SA,1/09/2056,1.1
solar,green,VIC,1/09/2056,1.1
wind,Energy,NSW,1/09/2056,76.8
wind,Energy,QLD,1/09/2056,77.1
wind,Energy,SA,1/09/2056,66.9
wind,Energy,VIC,1/09/2056,61.2
wind,green,NSW,1/09/2056,1.1
wind,green,QLD,1/09/2056,1.1
wind,green,SA,1/09/2056,1.1
wind,green,VIC,1/09/2056,1.1
baseload,green,NSW,1/09/2056,1.1
baseload,green,QLD,1/09/2056,1.1
baseload,green,SA,1/09/2056,1.1
baseload,green,VIC,1/09/2056,1.1
baseload,Energy,NSW,1/10/2056,59.6
baseload,Energy,QLD,1/10/2056,54.4
baseload,Energy,SA,1/10/2056,58.1
baseload,Energy,VIC,1/10/2056,53.9
solar,Energy,NSW,1/10/2056,35.1
solar,Energy,QLD,1/10/2056,18.1
solar,Energy,SA,1/10/2056,21.8
solar,Energy,VIC,1/10/2056,30.2
solar,green,NSW,1/10/2056,1.1
solar,green,QLD,1/10/2056,1.1
solar,green,SA,1/10/2056,1.1
solar,green,VIC,1/10/2056,1.1
wind,Energy,NSW,1/10/2056,57.5
wind,Energy,QLD,1/10/2056,53.3
wind,Energy,SA,1/10/2056,46.9
wind,Energy,VIC,1/10/2056,43
wind,green,NSW,1/10/2056,1.1
wind,green,QLD,1/10/2056,1.1
wind,green,SA,1/10/2056,1.1
wind,green,VIC,1/10/2056,1.1
baseload,green,NSW,1/10/2056,1.1
baseload,green,QLD,1/10/2056,1.1
baseload,green,SA,1/10/2056,1.1
baseload,green,VIC,1/10/2056,1.1
baseload,Energy,NSW,1/11/2056,45.4
baseload,Energy,QLD,1/11/2056,52.2
baseload,Energy,SA,1/11/2056,41
baseload,Energy,VIC,1/11/2056,62.6
solar,Energy,NSW,1/11/2056,27.7
solar,Energy,QLD,1/11/2056,28.6
solar,Energy,SA,1/11/2056,16.9
solar,Energy,VIC,1/11/2056,29.9
solar,green,NSW,1/11/2056,1.1
solar,green,QLD,1/11/2056,1.1
solar,green,SA,1/11/2056,1.1
solar,green,VIC,1/11/2056,1.1
wind,Energy,NSW,1/11/2056,40.8
wind,Energy,QLD,1/11/2056,54.9
wind,Energy,SA,1/11/2056,36.1
wind,Energy,VIC,1/11/2056,37.9
wind,green,NSW,1/11/2056,1.1
wind,green,QLD,1/11/2056,1.1
wind,green,SA,1/11/2056,1.1
wind,green,VIC,1/11/2056,1.1
baseload,green,NSW,1/11/2056,1.1
baseload,green,QLD,1/11/2056,1.1
baseload,green,SA,1/11/2056,1.1
baseload,green,VIC,1/11/2056,1.1
baseload,Energy,NSW,1/12/2056,44.6
baseload,Energy,QLD,1/12/2056,62.1
baseload,Energy,SA,1/12/2056,80.9
baseload,Energy,VIC,1/12/2056,63.6
solar,Energy,NSW,1/12/2056,21.3
solar,Energy,QLD,1/12/2056,31.9
solar,Energy,SA,1/12/2056,29.2
solar,Energy,VIC,1/12/2056,53.6
solar,green,NSW,1/12/2056,1.1
solar,green,QLD,1/12/2056,1.1
solar,green,SA,1/12/2056,1.1
solar,green,VIC,1/12/2056,1.1
wind,Energy,NSW,1/12/2056,41.5
wind,Energy,QLD,1/12/2056,55.3
wind,Energy,SA,1/12/2056,58.3
wind,Energy,VIC,1/12/2056,48.5
wind,green,NSW,1/12/2056,1.1
wind,green,QLD,1/12/2056,1.1
wind,green,SA,1/12/2056,1.1
wind,green,VIC,1/12/2056,1.1
baseload,green,NSW,1/12/2056,1.1
baseload,green,QLD,1/12/2056,1.1
baseload,green,SA,1/12/2056,1.1
baseload,green,VIC,1/12/2056,1.1
baseload,Energy,NSW,1/01/2057,95.5
baseload,Energy,QLD,1/01/2057,103.2
baseload,Energy,SA,1/01/2057,114.9
baseload,Energy,VIC,1/01/2057,117.3
solar,Energy,NSW,1/01/2057,62.3
solar,Energy,QLD,1/01/2057,69.2
solar,Energy,SA,1/01/2057,69.2
solar,Energy,VIC,1/01/2057,87.6
solar,green,NSW,1/01/2057,1.1
solar,green,QLD,1/01/2057,1.1
solar,green,SA,1/01/2057,1.1
solar,green,VIC,1/01/2057,1.1
wind,Energy,NSW,1/01/2057,90.3
wind,Energy,QLD,1/01/2057,100.8
wind,Energy,SA,1/01/2057,90.3
wind,Energy,VIC,1/01/2057,92.9
wind,green,NSW,1/01/2057,1.1
wind,green,QLD,1/01/2057,1.1
wind,green,SA,1/01/2057,1.1
wind,green,VIC,1/01/2057,1.1
baseload,green,NSW,1/01/2057,1.1
baseload,green,QLD,1/01/2057,1.1
baseload,green,SA,1/01/2057,1.1
baseload,green,VIC,1/01/2057,1.1
baseload,Energy,NSW,1/02/2057,100.8
baseload,Energy,QLD,1/02/2057,129.4
baseload,Energy,SA,1/02/2057,87.2
baseload,Energy,VIC,1/02/2057,117.9
solar,Energy,NSW,1/02/2057,50.6
solar,Energy,QLD,1/02/2057,55.5
solar,Energy,SA,1/02/2057,34.5
solar,Energy,VIC,1/02/2057,65.6
solar,green,NSW,1/02/2057,1.1
solar,green,QLD,1/02/2057,1.1
solar,green,SA,1/02/2057,1.1
solar,green,VIC,1/02/2057,1.1
wind,Energy,NSW,1/02/2057,104
wind,Energy,QLD,1/02/2057,114.3
wind,Energy,SA,1/02/2057,91.3
wind,Energy,VIC,1/02/2057,103.8
wind,green,NSW,1/02/2057,1.1
wind,green,QLD,1/02/2057,1.1
wind,green,SA,1/02/2057,1.1
wind,green,VIC,1/02/2057,1.1
baseload,green,NSW,1/02/2057,1.1
baseload,green,QLD,1/02/2057,1.1
baseload,green,SA,1/02/2057,1.1
baseload,green,VIC,1/02/2057,1.1
baseload,Energy,NSW,1/03/2057,149.7
baseload,Energy,QLD,1/03/2057,132.6
baseload,Energy,SA,1/03/2057,153
baseload,Energy,VIC,1/03/2057,167.1
solar,Energy,NSW,1/03/2057,125.8
solar,Energy,QLD,1/03/2057,97.4
solar,Energy,SA,1/03/2057,104.1
solar,Energy,VIC,1/03/2057,130.5
solar,green,NSW,1/03/2057,1.1
solar,green,QLD,1/03/2057,1.1
solar,green,SA,1/03/2057,1.1
solar,green,VIC,1/03/2057,1.1
wind,Energy,NSW,1/03/2057,139.3
wind,Energy,QLD,1/03/2057,126.1
wind,Energy,SA,1/03/2057,145.3
wind,Energy,VIC,1/03/2057,149.9
wind,green,NSW,1/03/2057,1.1
wind,green,QLD,1/03/2057,1.1
wind,green,SA,1/03/2057,1.1
wind,green,VIC,1/03/2057,1.1
baseload,green,NSW,1/03/2057,1.1
baseload,green,QLD,1/03/2057,1.1
baseload,green,SA,1/03/2057,1.1
baseload,green,VIC,1/03/2057,1.1
baseload,Energy,NSW,1/04/2057,149.1
baseload,Energy,QLD,1/04/2057,126.4
baseload,Energy,SA,1/04/2057,144
baseload,Energy,VIC,1/04/2057,182.1
solar,Energy,NSW,1/04/2057,82.2
solar,Energy,QLD,1/04/2057,60.2
solar,Energy,SA,1/04/2057,81.2
solar,Energy,VIC,1/04/2057,133.7
solar,green,NSW,1/04/2057,1.1
solar,green,QLD,1/04/2057,1.1
solar,green,SA,1/04/2057,1.1
solar,green,VIC,1/04/2057,1.1
wind,Energy,NSW,1/04/2057,142.4
wind,Energy,QLD,1/04/2057,112.1
wind,Energy,SA,1/04/2057,132.3
wind,Energy,VIC,1/04/2057,129.9
wind,green,NSW,1/04/2057,1.1
wind,green,QLD,1/04/2057,1.1
wind,green,SA,1/04/2057,1.1
wind,green,VIC,1/04/2057,1.1
baseload,green,NSW,1/04/2057,1.1
baseload,green,QLD,1/04/2057,1.1
baseload,green,SA,1/04/2057,1.1
baseload,green,VIC,1/04/2057,1.1
baseload,Energy,NSW,1/05/2057,131.8
baseload,Energy,QLD,1/05/2057,156.9
baseload,Energy,SA,1/05/2057,110.7
baseload,Energy,VIC,1/05/2057,129.8
solar,Energy,NSW,1/05/2057,75.6
solar,Energy,QLD,1/05/2057,83.6
solar,Energy,SA,1/05/2057,57.3
solar,Energy,VIC,1/05/2057,72.9
solar,green,NSW,1/05/2057,1.1
solar,green,QLD,1/05/2057,1.1
solar,green,SA,1/05/2057,1.1
solar,green,VIC,1/05/2057,1.1
wind,Energy,NSW,1/05/2057,115.5
wind,Energy,QLD,1/05/2057,141.6
wind,Energy,SA,1/05/2057,87.4
wind,Energy,VIC,1/05/2057,94.6
wind,green,NSW,1/05/2057,1.1
wind,green,QLD,1/05/2057,1.1
wind,green,SA,1/05/2057,1.1
wind,green,VIC,1/05/2057,1.1
baseload,green,NSW,1/05/2057,1.1
baseload,green,QLD,1/05/2057,1.1
baseload,green,SA,1/05/2057,1.1
baseload,green,VIC,1/05/2057,1.1
baseload,Energy,NSW,1/06/2057,208.6
baseload,Energy,QLD,1/06/2057,160.4
baseload,Energy,SA,1/06/2057,178.1
baseload,Energy,VIC,1/06/2057,191.2
solar,Energy,NSW,1/06/2057,141.8
solar,Energy,QLD,1/06/2057,98.2
solar,Energy,SA,1/06/2057,131.2
solar,Energy,VIC,1/06/2057,161
solar,green,NSW,1/06/2057,1.1
solar,green,QLD,1/06/2057,1.1
solar,green,SA,1/06/2057,1.1
solar,green,VIC,1/06/2057,1.1
wind,Energy,NSW,1/06/2057,181.9
wind,Energy,QLD,1/06/2057,142.5
wind,Energy,SA,1/06/2057,156.2
wind,Energy,VIC,1/06/2057,169.5
wind,green,NSW,1/06/2057,1.1
wind,green,QLD,1/06/2057,1.1
wind,green,SA,1/06/2057,1.1
wind,green,VIC,1/06/2057,1.1
baseload,green,NSW,1/06/2057,1.1
baseload,green,QLD,1/06/2057,1.1
baseload,green,SA,1/06/2057,1.1
baseload,green,VIC,1/06/2057,1.1
baseload,Energy,NSW,1/07/2057,157.1
baseload,Energy,QLD,1/07/2057,127.7
baseload,Energy,SA,1/07/2057,183.7
baseload,Energy,VIC,1/07/2057,167.4
solar,Energy,NSW,1/07/2057,96.1
solar,Energy,QLD,1/07/2057,53.1
solar,Energy,SA,1/07/2057,94.6
solar,Energy,VIC,1/07/2057,117.8
solar,green,NSW,1/07/2057,1.1
solar,green,QLD,1/07/2057,1.1
solar,green,SA,1/07/2057,1.1
solar,green,VIC,1/07/2057,1.1
wind,Energy,NSW,1/07/2057,129.5
wind,Energy,QLD,1/07/2057,109.5
wind,Energy,SA,1/07/2057,124.1
wind,Energy,VIC,1/07/2057,121.2
wind,green,NSW,1/07/2057,1.1
wind,green,QLD,1/07/2057,1.1
wind,green,SA,1/07/2057,1.1
wind,green,VIC,1/07/2057,1.1
baseload,green,NSW,1/07/2057,1.1
baseload,green,QLD,1/07/2057,1.1
baseload,green,SA,1/07/2057,1.1
baseload,green,VIC,1/07/2057,1.1
baseload,Energy,NSW,1/08/2057,157.6
baseload,Energy,QLD,1/08/2057,116
baseload,Energy,SA,1/08/2057,137
baseload,Energy,VIC,1/08/2057,165.9
solar,Energy,NSW,1/08/2057,72.5
solar,Energy,QLD,1/08/2057,50.9
solar,Energy,SA,1/08/2057,75.2
solar,Energy,VIC,1/08/2057,102.2
solar,green,NSW,1/08/2057,1.1
solar,green,QLD,1/08/2057,1.1
solar,green,SA,1/08/2057,1.1
solar,green,VIC,1/08/2057,1.1
wind,Energy,NSW,1/08/2057,129.1
wind,Energy,QLD,1/08/2057,115.9
wind,Energy,SA,1/08/2057,105.3
wind,Energy,VIC,1/08/2057,111.1
wind,green,NSW,1/08/2057,1.1
wind,green,QLD,1/08/2057,1.1
wind,green,SA,1/08/2057,1.1
wind,green,VIC,1/08/2057,1.1
baseload,green,NSW,1/08/2057,1.1
baseload,green,QLD,1/08/2057,1.1
baseload,green,SA,1/08/2057,1.1
baseload,green,VIC,1/08/2057,1.1
baseload,Energy,NSW,1/09/2057,97.8
baseload,Energy,QLD,1/09/2057,66.9
baseload,Energy,SA,1/09/2057,100.5
baseload,Energy,VIC,1/09/2057,87
solar,Energy,NSW,1/09/2057,38.3
solar,Energy,QLD,1/09/2057,23.9
solar,Energy,SA,1/09/2057,26.8
solar,Energy,VIC,1/09/2057,46.8
solar,green,NSW,1/09/2057,1.1
solar,green,QLD,1/09/2057,1.1
solar,green,SA,1/09/2057,1.1
solar,green,VIC,1/09/2057,1.1
wind,Energy,NSW,1/09/2057,80.2
wind,Energy,QLD,1/09/2057,65.5
wind,Energy,SA,1/09/2057,76.3
wind,Energy,VIC,1/09/2057,59.7
wind,green,NSW,1/09/2057,1.1
wind,green,QLD,1/09/2057,1.1
wind,green,SA,1/09/2057,1.1
wind,green,VIC,1/09/2057,1.1
baseload,green,NSW,1/09/2057,1.1
baseload,green,QLD,1/09/2057,1.1
baseload,green,SA,1/09/2057,1.1
baseload,green,VIC,1/09/2057,1.1
baseload,Energy,NSW,1/10/2057,62.6
baseload,Energy,QLD,1/10/2057,48.8
baseload,Energy,SA,1/10/2057,67.2
baseload,Energy,VIC,1/10/2057,52.4
solar,Energy,NSW,1/10/2057,33.8
solar,Energy,QLD,1/10/2057,16.6
solar,Energy,SA,1/10/2057,21.8
solar,Energy,VIC,1/10/2057,29.5
solar,green,NSW,1/10/2057,1.1
solar,green,QLD,1/10/2057,1.1
solar,green,SA,1/10/2057,1.1
solar,green,VIC,1/10/2057,1.1
wind,Energy,NSW,1/10/2057,57.3
wind,Energy,QLD,1/10/2057,48.8
wind,Energy,SA,1/10/2057,63.5
wind,Energy,VIC,1/10/2057,41.5
wind,green,NSW,1/10/2057,1.1
wind,green,QLD,1/10/2057,1.1
wind,green,SA,1/10/2057,1.1
wind,green,VIC,1/10/2057,1.1
baseload,green,NSW,1/10/2057,1.1
baseload,green,QLD,1/10/2057,1.1
baseload,green,SA,1/10/2057,1.1
baseload,green,VIC,1/10/2057,1.1
baseload,Energy,NSW,1/11/2057,51.9
baseload,Energy,QLD,1/11/2057,50.3
baseload,Energy,SA,1/11/2057,48.3
baseload,Energy,VIC,1/11/2057,47.5
solar,Energy,NSW,1/11/2057,21.7
solar,Energy,QLD,1/11/2057,27.5
solar,Energy,SA,1/11/2057,25.9
solar,Energy,VIC,1/11/2057,21
solar,green,NSW,1/11/2057,1.1
solar,green,QLD,1/11/2057,1.1
solar,green,SA,1/11/2057,1.1
solar,green,VIC,1/11/2057,1.1
wind,Energy,NSW,1/11/2057,45.1
wind,Energy,QLD,1/11/2057,52.9
wind,Energy,SA,1/11/2057,37.5
wind,Energy,VIC,1/11/2057,35.9
wind,green,NSW,1/11/2057,1.1
wind,green,QLD,1/11/2057,1.1
wind,green,SA,1/11/2057,1.1
wind,green,VIC,1/11/2057,1.1
baseload,green,NSW,1/11/2057,1.1
baseload,green,QLD,1/11/2057,1.1
baseload,green,SA,1/11/2057,1.1
baseload,green,VIC,1/11/2057,1.1
baseload,Energy,NSW,1/12/2057,40.3
baseload,Energy,QLD,1/12/2057,66.1
baseload,Energy,SA,1/12/2057,51.2
baseload,Energy,VIC,1/12/2057,50.2
solar,Energy,NSW,1/12/2057,20.1
solar,Energy,QLD,1/12/2057,28.6
solar,Energy,SA,1/12/2057,26.3
solar,Energy,VIC,1/12/2057,27.8
solar,green,NSW,1/12/2057,1.1
solar,green,QLD,1/12/2057,1.1
solar,green,SA,1/12/2057,1.1
solar,green,VIC,1/12/2057,1.1
wind,Energy,NSW,1/12/2057,37.4
wind,Energy,QLD,1/12/2057,52.2
wind,Energy,SA,1/12/2057,44
wind,Energy,VIC,1/12/2057,40.2
wind,green,NSW,1/12/2057,1.1
wind,green,QLD,1/12/2057,1.1
wind,green,SA,1/12/2057,1.1
wind,green,VIC,1/12/2057,1.1
baseload,green,NSW,1/12/2057,1.1
baseload,green,QLD,1/12/2057,1.1
baseload,green,SA,1/12/2057,1.1
baseload,green,VIC,1/12/2057,1.1
baseload,Energy,NSW,1/01/2058,96.9
baseload,Energy,QLD,1/01/2058,103.6
baseload,Energy,SA,1/01/2058,91.9
baseload,Energy,VIC,1/01/2058,119.8
solar,Energy,NSW,1/01/2058,64.5
solar,Energy,QLD,1/01/2058,68.5
solar,Energy,SA,1/01/2058,48.3
solar,Energy,VIC,1/01/2058,95.5
solar,green,NSW,1/01/2058,1.1
solar,green,QLD,1/01/2058,1.1
solar,green,SA,1/01/2058,1.1
solar,green,VIC,1/01/2058,1.1
wind,Energy,NSW,1/01/2058,88.2
wind,Energy,QLD,1/01/2058,101.4
wind,Energy,SA,1/01/2058,82
wind,Energy,VIC,1/01/2058,91.6
wind,green,NSW,1/01/2058,1.1
wind,green,QLD,1/01/2058,1.1
wind,green,SA,1/01/2058,1.1
wind,green,VIC,1/01/2058,1.1
baseload,green,NSW,1/01/2058,1.1
baseload,green,QLD,1/01/2058,1.1
baseload,green,SA,1/01/2058,1.1
baseload,green,VIC,1/01/2058,1.1
baseload,Energy,NSW,1/02/2058,97.6
baseload,Energy,QLD,1/02/2058,132.6
baseload,Energy,SA,1/02/2058,86.1
baseload,Energy,VIC,1/02/2058,114
solar,Energy,NSW,1/02/2058,50.1
solar,Energy,QLD,1/02/2058,54.6
solar,Energy,SA,1/02/2058,33.1
solar,Energy,VIC,1/02/2058,63.9
solar,green,NSW,1/02/2058,1.1
solar,green,QLD,1/02/2058,1.1
solar,green,SA,1/02/2058,1.1
solar,green,VIC,1/02/2058,1.1
wind,Energy,NSW,1/02/2058,100.5
wind,Energy,QLD,1/02/2058,113.5
wind,Energy,SA,1/02/2058,89.9
wind,Energy,VIC,1/02/2058,101.9
wind,green,NSW,1/02/2058,1.1
wind,green,QLD,1/02/2058,1.1
wind,green,SA,1/02/2058,1.1
wind,green,VIC,1/02/2058,1.1
baseload,green,NSW,1/02/2058,1.1
baseload,green,QLD,1/02/2058,1.1
baseload,green,SA,1/02/2058,1.1
baseload,green,VIC,1/02/2058,1.1
baseload,Energy,NSW,1/03/2058,145.2
baseload,Energy,QLD,1/03/2058,143.6
baseload,Energy,SA,1/03/2058,159.1
baseload,Energy,VIC,1/03/2058,175.1
solar,Energy,NSW,1/03/2058,115.8
solar,Energy,QLD,1/03/2058,96.9
solar,Energy,SA,1/03/2058,131.1
solar,Energy,VIC,1/03/2058,132.9
solar,green,NSW,1/03/2058,1.1
solar,green,QLD,1/03/2058,1.1
solar,green,SA,1/03/2058,1.1
solar,green,VIC,1/03/2058,1.1
wind,Energy,NSW,1/03/2058,139.6
wind,Energy,QLD,1/03/2058,136.1
wind,Energy,SA,1/03/2058,147.4
wind,Energy,VIC,1/03/2058,148.5
wind,green,NSW,1/03/2058,1.1
wind,green,QLD,1/03/2058,1.1
wind,green,SA,1/03/2058,1.1
wind,green,VIC,1/03/2058,1.1
baseload,green,NSW,1/03/2058,1.1
baseload,green,QLD,1/03/2058,1.1
baseload,green,SA,1/03/2058,1.1
baseload,green,VIC,1/03/2058,1.1
baseload,Energy,NSW,1/04/2058,148.6
baseload,Energy,QLD,1/04/2058,112.1
baseload,Energy,SA,1/04/2058,144.8
baseload,Energy,VIC,1/04/2058,160.7
solar,Energy,NSW,1/04/2058,80.6
solar,Energy,QLD,1/04/2058,58.5
solar,Energy,SA,1/04/2058,81.2
solar,Energy,VIC,1/04/2058,98.7
solar,green,NSW,1/04/2058,1.1
solar,green,QLD,1/04/2058,1.1
solar,green,SA,1/04/2058,1.1
solar,green,VIC,1/04/2058,1.1
wind,Energy,NSW,1/04/2058,137.3
wind,Energy,QLD,1/04/2058,100.2
wind,Energy,SA,1/04/2058,130.9
wind,Energy,VIC,1/04/2058,126.8
